EmployeeID,Salary
EMP00518,16691.87
EMP00519,25361.98
EMP00520,3359.58
EMP00521,10516.47
EMP00522,3694.45
EMP00523,9329.32
EMP00524,19736.25
EMP00525,28469.29
EMP00526,7834.23
EMP00527,11696.04
EMP00528,24016.50
EMP00529,15724.01
EMP00530,26152.78
EMP00531,10416.05
EMP00532,14915.03
EMP00533,28418.48
EMP00534,19637.06
EMP00535,12519.03
EMP00536,22802.75
EMP00537,7448.33
EMP00538,18008.21
EMP00539,6439.51
EMP00540,12349.33
EMP00541,11917.15
EMP00542,14082.81
EMP00543,22685.53
EMP00544,14941.98
EMP00545,14328.26
EMP00546,27302.44
EMP00547,20290.18
EMP00548,21677.32
EMP00549,10783.14
EMP00550,14265.03
EMP00551,29906.55
EMP00552,29006.99
EMP00553,9790.83
EMP00554,7172.37
EMP00555,4417.32
EMP00556,19746.08
EMP00557,22724.78
EMP00558,26032.92
EMP00559,15534.54
EMP00560,12124.77
EMP00561,3490.44
EMP00562,15227.74
EMP00563,11063.62
EMP00564,25879.13
EMP00565,16586.59
EMP00566,4659.58
EMP00567,9297.43
EMP00568,4036.23
EMP00569,23457.69
EMP00570,25161.25
EMP00571,9392.08
EMP00572,14051.57
EMP00573,22841.68
EMP00574,15139.21
EMP00575,6555.69
EMP00576,28303.59
EMP00577,28719.56
EMP00578,15571.82
EMP00579,25454.36
EMP00580,4640.43
EMP00581,28467.63
EMP00582,12469.03
EMP00583,22406.84
EMP00584,19708.29
EMP00585,14902.70
EMP00586,8731.42
EMP00587,18699.96
EMP00588,10168.50
EMP00589,23092.64
EMP00590,25021.10
EMP00591,23711.47
EMP00592,5632.60
EMP00593,15081.56
EMP00594,8775.83
EMP00595,22475.16
EMP00596,29209.36
EMP00597,10048.53
EMP00598,18859.69
EMP00599,26865.04
EMP00600,9967.71
EMP00601,28882.99
EMP00602,11549.97
EMP00603,29711.26
EMP00604,19371.78
EMP00605,18717.41
EMP00606,23609.62
EMP00607,7889.75
EMP00608,18841.36
EMP00609,27609.14
EMP00610,22088.11
EMP00611,29751.06
EMP00612,3031.35
EMP00613,26308.70
EMP00614,27231.01
EMP00615,7170.55
EMP00616,3207.94
EMP00617,27890.29
EMP00618,22459.51
EMP00619,15013.05
EMP00620,7227.30
EMP00621,27953.26
EMP00622,17805.94
EMP00623,7909.68
EMP00624,27094.07
EMP00625,17129.41
EMP00626,28460.00
EMP00627,25942.31
EMP00628,4892.56
EMP00629,14751.26
EMP00630,17192.51
EMP00631,11123.82
EMP00632,18042.60
EMP00633,6750.11
EMP00634,29379.83
EMP00635,12447.43
EMP00636,4334.95
EMP00637,4160.61
EMP00638,12151.65
EMP00639,7758.15
EMP00640,25047.99
EMP00641,10009.65
EMP00642,16828.43
EMP00643,25772.77
EMP00644,8637.50
EMP00645,3862.61
EMP00646,19302.37
EMP00647,14241.46
EMP00648,14026.06
EMP00649,17888.94
EMP00650,18346.38
EMP00651,19505.08
EMP00652,5395.88
EMP00653,12991.56
EMP00654,14010.68
EMP00655,20556.66
EMP00656,12611.11
EMP00657,26320.94
EMP00658,4285.19
EMP00659,3163.83
EMP00660,18960.87
EMP00661,9364.99
EMP00662,27067.80
EMP00663,3650.78
EMP00664,18823.24
EMP00665,12769.44
EMP00666,29185.33
EMP00667,29574.46
EMP00668,21103.90
EMP00669,13101.39
EMP00670,17763.07
EMP00671,3758.71
EMP00672,12899.06
EMP00673,9919.81
EMP00674,3632.91
EMP00675,16973.72
EMP00676,15773.57
EMP00677,26761.93
EMP00678,29707.06
EMP00679,24964.94
EMP00680,13328.54
EMP00681,25993.47
EMP00682,11325.54
EMP00683,7546.35
EMP00684,26361.17
EMP00685,9903.08
EMP00686,8510.32
EMP00687,14077.55
EMP00688,16891.14
EMP00689,26947.82
EMP00690,13827.82
EMP00691,12842.34
EMP00692,17643.07
EMP00693,25676.75
EMP00694,17173.25
EMP00695,16638.48
EMP00696,20234.08
EMP00697,13573.27
EMP00698,6247.01
EMP00699,7273.92
EMP00700,7318.12
EMP00701,28864.73
EMP00702,25792.57
EMP00703,21644.56
EMP00704,3285.71
EMP00705,17249.18
EMP00706,19809.15
EMP00707,16641.56
EMP00708,7807.83
EMP00709,13484.02
EMP00710,24939.81
EMP00711,12303.35
EMP00712,4547.12
EMP00713,6870.43
EMP00714,22066.30
EMP00715,12388.22
EMP00716,12737.49
EMP00717,29850.00
EMP00718,3817.40
EMP00719,17897.98
EMP00720,20054.67
EMP00721,3206.24
EMP00722,15215.30
EMP00723,4030.96
EMP00724,6266.03
EMP00725,19733.92
EMP00726,16047.69
EMP00727,22585.41
EMP00728,4556.72
EMP00729,28703.01
EMP00730,18758.46
EMP00731,26969.23
EMP00732,7182.70
EMP00733,19001.53
EMP00734,22700.45
EMP00735,25702.10
EMP00736,17197.25
EMP00737,13493.02
EMP00738,7486.72
EMP00739,26619.05
EMP00740,4438.51
EMP00741,14869.65
EMP00742,18914.34
EMP00743,14901.42
EMP00744,20749.57
EMP00745,28120.45
EMP00746,17515.78
EMP00747,24572.24
EMP00748,25530.38
EMP00749,20667.23
EMP00750,12217.70
EMP00751,25197.05
EMP00752,11192.93
EMP00753,5246.71
EMP00754,18855.49
EMP00755,14229.98
EMP00756,18905.95
EMP00757,19737.77
EMP00758,21404.31
EMP00759,4736.45
EMP00760,27175.09
EMP00761,9346.58
EMP00762,23743.27
EMP00763,12109.85
EMP00764,21307.13
EMP00765,3869.70
EMP00766,28569.43
EMP00767,24878.87
EMP00768,27653.72
EMP00769,14157.07
EMP00770,15721.66
EMP00771,22775.69
EMP00772,7720.20
EMP00773,14391.52
EMP00774,12661.66
EMP00775,28901.79
EMP00776,10759.74
EMP00777,17390.52
EMP00778,20190.82
EMP00779,6089.33
EMP00780,16350.52
EMP00781,19818.43
EMP00782,10656.03
EMP00783,21410.25
EMP00784,24675.47
EMP00785,5973.88
EMP00786,22916.23
EMP00787,23233.56
EMP00788,13789.86
EMP00789,10687.07
EMP00790,24203.98
EMP00791,14273.30
EMP00792,25070.54
EMP00793,20825.63
EMP00794,16722.08
EMP00795,15705.48
EMP00796,25294.23
EMP00797,23965.17
EMP00798,28365.36
EMP00799,23661.55
EMP00800,26388.59
EMP00801,9932.33
EMP00802,4350.96
EMP00803,28229.47
EMP00804,8840.16
EMP00805,5172.82
EMP00806,21778.26
EMP00807,14510.31
EMP00808,29027.76
EMP00809,29236.31
EMP00810,8220.08
EMP00811,19288.98
EMP00812,11377.55
EMP00813,17102.08
EMP00814,10371.95
EMP00815,19482.41
EMP00816,21207.81
EMP00817,7596.34
EMP00818,9554.79
EMP00819,29726.41
EMP00820,18446.90
EMP00821,14771.59
EMP00822,12478.40
EMP00823,18254.88
EMP00824,10066.95
EMP00825,26832.90
EMP00826,16129.54
EMP00827,28610.20
EMP00828,22078.95
EMP00829,6002.99
EMP00830,17947.92
EMP00831,6703.81
EMP00832,16281.32
EMP00833,22619.91
EMP00834,5597.06
EMP00835,4318.50
EMP00836,28644.74
EMP00837,19755.81
EMP00838,29624.40
EMP00839,17311.58
EMP00840,27250.06
EMP00841,5734.46
EMP00842,11135.95
EMP00843,11538.44
EMP00844,5073.97
EMP00845,13107.55
EMP00846,25285.51
EMP00847,20870.57
EMP00848,18639.01
EMP00849,19926.41
EMP00850,28897.39
EMP00851,26630.47
EMP00852,11609.69
EMP00853,16515.68
EMP00854,8903.41
EMP00855,24307.78
EMP00856,25825.87
EMP00857,4419.52
EMP00858,27481.29
EMP00859,10556.70
EMP00860,20017.29
EMP00861,13748.35
EMP00862,29831.45
EMP00863,11204.33
EMP00864,10540.00
EMP00865,5805.81
EMP00866,22422.34
EMP00867,18322.69
EMP00868,29915.73
EMP00869,4620.32
EMP00870,28272.31
EMP00871,26334.31
EMP00872,3739.58
EMP00873,29844.88
EMP00874,23416.57
EMP00875,11631.86
EMP00876,22649.01
EMP00877,3421.10
EMP00878,20132.98
EMP00879,10296.99
EMP00880,13519.33
EMP00881,18429.96
EMP00882,19768.71
EMP00883,10201.57
EMP00884,27865.77
EMP00885,29671.83
EMP00886,7122.20
EMP00887,23066.70
EMP00888,3591.63
EMP00889,11732.29
EMP00890,14290.98
EMP00891,8940.39
EMP00892,17725.15
EMP00893,19597.64
EMP00894,3695.62
EMP00895,17034.65
EMP00896,11633.96
EMP00897,22285.72
EMP00898,14633.63
EMP00899,12935.48
EMP00900,25396.72
EMP00901,25452.36
EMP00902,12204.44
EMP00903,27866.79
EMP00904,24545.80
EMP00905,18523.10
EMP00906,5777.84
EMP00907,8949.49
EMP00908,27272.44
EMP00909,23582.03
EMP00910,27352.63
EMP00911,11252.00
EMP00912,17407.84
EMP00913,17026.21
EMP00914,15171.33
EMP00915,22876.14
EMP00916,26058.87
EMP00917,8864.19
EMP00918,22818.56
EMP00919,18364.87
EMP00920,29686.43
EMP00921,19500.99
EMP00922,10737.23
EMP00923,14353.67
EMP00924,22667.20
EMP00925,6909.53
EMP00926,14646.22
EMP00927,5617.15
EMP00928,23976.38
EMP00929,23239.84
EMP00930,26736.65
EMP00931,14485.46
EMP00932,3569.44
EMP00933,20162.65
EMP00934,5761.73
EMP00935,12022.28
EMP00936,8324.94
EMP00937,16582.52
EMP00938,28215.38
EMP00939,28366.88
EMP00940,23038.53
EMP00941,11788.63
EMP00942,27720.44
EMP00943,13247.00
EMP00944,18930.00
EMP00945,12637.53
EMP00946,3515.26
EMP00947,13867.86
EMP00948,7440.35
EMP00949,10982.17
EMP00950,16540.12
EMP00951,10174.46
EMP00952,25755.50
EMP00953,19275.73
EMP00954,25080.68
EMP00955,11870.03
EMP00956,22495.72
EMP00957,25085.98
EMP00958,22225.84
EMP00959,25552.97
EMP00960,19356.94
EMP00961,12157.68
EMP00962,25540.58
EMP00963,23908.06
EMP00964,23180.21
EMP00965,17655.17
EMP00966,16341.82
EMP00967,13054.49
EMP00968,3960.01
EMP00969,11306.72
EMP00970,14796.55
EMP00971,22914.03
EMP00972,29679.83
EMP00973,29354.31
EMP00974,26735.83
EMP00975,13817.33
EMP00976,6585.32
EMP00977,17489.26
EMP00978,12597.43
EMP00979,3514.35
EMP00980,5570.54
EMP00981,12323.98
EMP00982,12271.60
EMP00983,11297.06
EMP00984,29762.19
EMP00985,3414.17
EMP00986,3830.90
EMP00987,12078.27
EMP00988,17139.52
EMP00989,8403.35
EMP00990,4174.70
EMP00991,21999.90
EMP00992,17124.39
EMP00993,26512.84
EMP00994,14512.46
EMP00995,22467.28
EMP00996,17516.22
EMP00997,12345.72
EMP00998,21347.31
EMP00999,21422.96
EMP01000,15930.97
EMP01001,23811.81
EMP01002,8202.42
EMP01003,16184.58
EMP01004,10031.10
EMP01005,28913.63
EMP01006,29757.46
EMP01007,13275.26
EMP01008,25304.98
EMP01009,17159.51
EMP01010,11331.18
EMP01011,11373.87
EMP01012,28970.10
EMP01013,29490.16
EMP01014,6758.05
EMP01015,16804.03
EMP01016,24733.09
EMP01017,5818.91
EMP01018,18663.46
EMP01019,7866.66
EMP01020,3642.76
EMP01021,6593.39
EMP01022,15941.31
EMP01023,23800.38
EMP01024,9119.20
EMP01025,18187.86
EMP01026,19881.78
EMP01027,11227.29
EMP01028,10431.93
EMP01029,7430.49
EMP01030,15884.00
EMP01031,10608.53
EMP01032,25434.84
EMP01033,18158.69
EMP01034,9019.77
EMP01035,8494.98
EMP01036,20243.12
EMP01037,7378.33
EMP01038,23888.91
EMP01039,16212.85
EMP01040,23759.39
EMP01041,16378.92
EMP01042,7225.72
EMP01043,18071.97
EMP01044,10521.40
EMP01045,4027.17
EMP01046,20578.07
EMP01047,7227.02
EMP01048,17253.15
EMP01049,14424.75
EMP01050,28086.86
EMP01051,18957.14
EMP01052,21753.85
EMP01053,17174.37
EMP01054,13943.27
EMP01055,13359.38
EMP01056,26356.17
EMP01057,10649.00
EMP01058,29494.89
EMP01059,3274.20
EMP01060,15125.47
EMP01061,10904.60
EMP01062,13209.13
EMP01063,24678.73
EMP01064,18255.79
EMP01065,6215.38
EMP01066,10783.10
EMP01067,24793.71
EMP01068,15746.63
EMP01069,3643.42
EMP01070,20614.45
EMP01071,12754.94
EMP01072,5415.88
EMP01073,10580.56
EMP01074,15615.67
EMP01075,14898.19
EMP01076,6619.89
EMP01077,17820.91
EMP01078,20967.09
EMP01079,12498.34
EMP01080,14710.81
EMP01081,25435.98
EMP01082,23859.58
EMP01083,8189.50
EMP01084,17264.28
EMP01085,13532.06
EMP01086,9577.96
EMP01087,19272.31
EMP01088,23457.05
EMP01089,19871.03
EMP01090,19419.55
EMP01091,22687.65
EMP01092,20664.94
EMP01093,11330.63
EMP01094,24929.61
EMP01095,29603.26
EMP01096,19385.28
EMP01097,24269.30
EMP01098,14766.60
EMP01099,7320.40
EMP01100,14966.12
EMP01101,22043.23
EMP01102,24184.80
EMP01103,20562.06
EMP01104,24346.26
EMP01105,18199.62
EMP01106,8640.55
EMP01107,6152.73
EMP01108,25075.43
EMP01109,29240.32
EMP01110,13390.58
EMP01111,20641.40
EMP01112,9293.10
EMP01113,23313.73
EMP01114,22157.01
EMP01115,20555.53
EMP01116,9097.52
EMP01117,6750.84
EMP01118,13983.34
EMP01119,26703.04
EMP01120,12833.12
EMP01121,9012.06
EMP01122,14299.37
EMP01123,29262.56
EMP01124,12264.84
EMP01125,14357.23
EMP01126,20950.29
EMP01127,14319.37
EMP01128,26392.19
EMP01129,8389.59
EMP01130,24526.14
EMP01131,12015.05
EMP01132,26783.75
EMP01133,16557.44
EMP01134,6752.83
EMP01135,25583.35
EMP01136,25784.49
EMP01137,11723.33
EMP01138,5974.22
EMP01139,18243.13
EMP01140,21763.74
EMP01141,21030.88
EMP01142,4867.32
EMP01143,28211.16
EMP01144,22730.76
EMP01145,21513.26
EMP01146,7488.51
EMP01147,4983.23
EMP01148,20147.90
EMP01149,6194.74
EMP01150,16548.65
EMP01151,29511.72
EMP01152,16617.89
EMP01153,11838.34
EMP01154,19458.36
EMP01155,11980.76
EMP01156,25312.40
EMP01157,4987.63
EMP01158,4172.17
EMP01159,17547.31
EMP01160,3542.90
EMP01161,27539.43
EMP01162,20191.28
EMP01163,6677.20
EMP01164,11753.19
EMP01165,16767.17
EMP01166,25259.33
EMP01167,10559.47
EMP01168,17434.23
EMP01169,17490.66
EMP01170,10304.42
EMP01171,7530.94
EMP01172,12027.66
EMP01173,19958.21
EMP01174,28042.61
EMP01175,16484.53
EMP01176,22793.35
EMP01177,28971.22
EMP01178,18364.34
EMP01179,20870.98
EMP01180,14869.41
EMP01181,13838.45
EMP01182,24175.17
EMP01183,8132.79
EMP01184,25349.63
EMP01185,19899.06
EMP01186,13755.37
EMP01187,8232.71
EMP01188,17143.96
EMP01189,24598.22
EMP01190,10940.68
EMP01191,26355.78
EMP01192,17671.46
EMP01193,10438.31
EMP01194,20507.24
EMP01195,26875.11
EMP01196,12063.52
EMP01197,17561.01
EMP01198,21068.74
EMP01199,17275.61
EMP01200,4526.54
EMP01201,6242.19
EMP01202,3562.26
EMP01203,17928.44
EMP01204,26828.61
EMP01205,15201.60
EMP01206,10011.53
EMP01207,15400.83
EMP01208,8534.40
EMP01209,23343.02
EMP01210,23712.69
EMP01211,19371.70
EMP01212,5614.64
EMP01213,25348.46
EMP01214,26286.95
EMP01215,22202.87
EMP01216,17404.04
EMP01217,11451.13
EMP01218,3188.62
EMP01219,21789.15
EMP01220,15571.33
EMP01221,11707.09
EMP01222,10243.88
EMP01223,16477.32
EMP01224,29799.63
EMP01225,19174.37
EMP01226,16626.92
EMP01227,14604.94
EMP01228,18253.05
EMP01229,10591.06
EMP01230,4354.92
EMP01231,26564.32
EMP01232,12627.40
EMP01233,6419.91
EMP01234,3901.68
EMP01235,21245.26
EMP01236,21647.91
EMP01237,18497.58
EMP01238,25892.21
EMP01239,12252.20
EMP01240,21286.48
EMP01241,11990.10
EMP01242,22046.66
EMP01243,9427.08
EMP01244,3723.61
EMP01245,10914.05
EMP01246,20591.57
EMP01247,12938.70
EMP01248,12176.83
EMP01249,14134.05
EMP01250,27250.17
EMP01251,28522.80
EMP01252,4158.17
EMP01253,27492.58
EMP01254,25660.73
EMP01255,26373.77
EMP01256,17507.08
EMP01257,16566.68
EMP01258,20652.88
EMP01259,14699.92
EMP01260,4673.23
EMP01261,22479.04
EMP01262,29236.86
EMP01263,7058.49
EMP01264,9195.43
EMP01265,8217.00
EMP01266,21428.98
EMP01267,7285.11
EMP01268,8138.13
EMP01269,23033.46
EMP01270,19149.00
